Z,M,Group,Date
5.507,1.86,40,8/19/2020
6.157,1.83,40,8/19/2020
5.406,2.04,40,8/19/2020
6.98,1.8,40,8/20/2020
6.477,2.02,40,8/22/2020
6.372,1.9,40,8/24/2020
6.379,2.15,40,8/24/2020
6.843,2.05,40,8/24/2020
5.532,1.89,40,8/26/2020
6.443,2.1,40,8/26/2020
6.606,2.29,40,8/27/2020
6.47,2.51,40,8/27/2020
6.413,2.99,40,8/31/2020
6.376,1.94,40,8/31/2020
6.411,1.92,40,8/31/2020
6.433,2.32,40,8/31/2020
6.478,1.88,40,8/31/2020
6.425,2.11,40,9/11/2020
6.578,2.18,40,9/16/2020
6.602,1.95,40,10/12/2020
6.693,2.42,40,10/12/2020
6.727,1.74,40,10/20/2020
6.738,1.98,40,10/20/2020
6.69,1.52,40,10/31/2020
6.481,2.63,40,10/31/2020
6.511,2.19,40,11/2/2020
6.587,1.99,40,11/2/2020
6.157,1.46,40,11/2/2020
6.229,1.61,40,11/3/2020
6.27,1.93,40,11/3/2020
6.212,1.41,40,11/4/2020
6.302,1.66,40,11/4/2020
6.225,2.09,40,11/4/2020
6.919,1.45,40,11/4/2020
6.435,1.96,40,11/4/2020
6.599,1.72,40,11/5/2020
6.392,1.81,40,11/5/2020
6.595,1.61,40,11/5/2020
6.157,1.52,40,11/7/2020
6.784,1.64,40,11/8/2020
5.503,1.82,40,11/9/2020
6.705,1.61,40,11/9/2020
6.236,1.48,40,11/9/2020
6.394,2.17,40,11/10/2020
6.119,1.77,40,11/10/2020
6.51,1.58,40,11/13/2020
6.37,1.76,40,11/14/2020
6.004,1.59,40,11/16/2020
7.147,1.54,40,11/18/2020
6.964,1.5,40,11/22/2020
6.982,1.72,40,11/22/2020
6.799,1.88,40,11/23/2020
6.566,1.66,40,11/23/2020
6.157,1.14,40,11/25/2020
6.441,1.53,40,11/26/2020
7.247,1.88,40,11/26/2020
6.582,1.43,40,11/29/2020
6.728,1.24,40,12/1/2020
6.739,2.26,40,12/1/2020
6.65,1.7,40,12/1/2020
6.601,2.49,40,12/2/2020
6.678,1.72,40,12/3/2020
6.675,2.17,40,12/3/2020
8.333,1.59,40,12/8/2020
8.237,1.61,40,12/9/2020
6.774,1.65,40,12/9/2020
8.2,1.6,40,12/9/2020
6.606,1.72,40,12/10/2020
7.8,2.1,40,12/10/2020
6.568,2.18,40,12/14/2020
6.551,1.68,40,12/14/2020
6.527,2.26,40,12/14/2020
6.788,2.54,40,12/27/2020
6.05,1.54,40,12/31/2020
8.4,2.2,40,1/1/2021
6.647,1.61,40,1/1/2021
6.727,1.53,40,1/1/2021
7.406,1.53,40,1/2/2021
6.524,1.58,40,1/2/2021
6.205,1.76,40,1/9/2021
6.269,2.04,40,1/9/2021
6.212,1.66,40,1/9/2021
6.375,1.83,40,1/9/2021
6.167,2.05,40,1/9/2021
6.177,1.99,40,1/9/2021
6.247,1.67,40,1/9/2021
6.317,1.73,40,1/9/2021
6.401,2.61,40,1/9/2021
6.48,1.38,40,1/10/2021
6.476,1.96,40,1/10/2021
6.502,1.98,40,1/10/2021
8.7,1.9,40,1/10/2021
6.443,1.65,40,1/10/2021
6.794,1.99,40,1/10/2021
6.237,2.04,40,1/10/2021
6.224,1.51,40,1/10/2021
6.642,2.09,40,1/11/2021
6.554,1.63,40,1/14/2021
6.904,1.55,40,1/16/2021
6.377,1.42,40,1/16/2021
6.513,1.85,40,1/16/2021
7.83,1.4,40,1/16/2021
6.731,1.68,40,1/16/2021
6.72,1.7,40,1/17/2021
6.575,2.89,40,1/17/2021
6.594,2.11,40,1/17/2021
6.585,1.55,40,1/17/2021
6.559,1.72,40,1/17/2021
5.93,1.56,40,1/18/2021
6.286,1.72,40,1/19/2021
6.455,1.75,40,1/19/2021
5.508,1.66,40,1/20/2021
6.422,2.27,40,1/20/2021
6.24,1.71,40,1/21/2021
6.263,1.52,40,1/21/2021
6.315,2.09,40,1/21/2021
6.125,1.9,40,1/22/2021
6.788,1.96,40,1/22/2021
6.01,1.41,40,1/22/2021
6.014,1.6,40,1/22/2021
6.401,1.52,40,1/22/2021
6.319,1.74,40,1/22/2021
6.678,2.15,40,1/22/2021
6.728,1.53,40,1/22/2021
6.549,1.78,40,1/26/2021
5.972,1.91,40,2/2/2021
6.64,1.74,40,2/4/2021
6.597,2.26,40,2/4/2021
6.738,1.84,40,2/5/2021
6.56,1.76,40,2/9/2021
6.54,2.18,40,2/9/2021
6.535,2.34,40,2/9/2021
6.586,2.22,40,2/9/2021
6.647,2.33,40,2/9/2021
6.578,1.6,40,2/15/2021
6.59,1.65,40,2/15/2021
6.37,1.45,40,2/17/2021
7.005,1.58,40,2/18/2021
6.157,2.07,40,2/25/2021
6.564,1.92,40,2/26/2021
6.485,1.68,40,2/26/2021
7.097,1.86,40,3/5/2021
7.253,1.5,40,3/6/2021
6.222,1.47,40,3/19/2021
6.756,2.1,40,4/13/2021
6.732,1.47,40,4/13/2021
6.737,1.63,40,4/18/2021
7.9,2.2,40,4/19/2021
8.131,1.57,40,4/20/2021
6.793,2.35,40,4/23/2021
6.711,1.74,40,4/24/2021
6.823,1.52,40,4/24/2021
7.922,1.73,40,5/10/2021
6.43,2.23,40,5/11/2021
5.27,1.53,40,5/11/2021
6.457,1.71,40,5/11/2021
5.592,1.89,40,5/11/2021
6.622,1.56,40,5/14/2021
6.588,1.93,40,5/14/2021
6.607,1.53,40,5/14/2021
6.818,1.48,40,5/15/2021
6.759,1.81,40,5/15/2021
7.121,1.64,40,5/16/2021
7.028,1.67,40,5/19/2021
6.404,0.71,40,5/24/2021
6.865,1.78,40,5/28/2021
6.758,1.7,40,5/30/2021
6.689,1.32,40,6/4/2021
6.756,1.8,40,6/16/2021
7.287,1.46,40,6/22/2021
6.673,1.76,40,6/28/2021
6.813,1.65,40,6/28/2021
8,2.8,40,7/8/2021
6.496,1.63,40,7/8/2021
6.674,2.26,40,7/8/2021
6.751,1.47,40,7/8/2021
6.846,1.51,40,7/8/2021
6.607,1.94,40,7/9/2021
6.202,1.71,40,7/10/2021
6.481,1.66,40,7/10/2021
6.335,1.57,40,7/10/2021
7.6,1.8,40,7/10/2021
8.4,2.2,40,7/10/2021
6.409,1.95,40,7/10/2021
6.452,1.45,40,7/10/2021
6.042,2.18,40,7/10/2021
6.177,1.63,40,7/10/2021
6.101,1.81,40,7/11/2021
6.215,1.93,40,7/11/2021
6.249,1.62,40,7/11/2021
6.376,1.5,40,7/11/2021
6.676,1.91,40,7/11/2021
6.819,2.18,40,7/11/2021
7.7,2.5,40,7/11/2021
6.636,1.54,40,7/12/2021
6.447,1.73,40,7/12/2021
8.3,2,40,7/12/2021
6.418,1.87,40,7/12/2021
6.312,1.48,40,7/12/2021
6.698,1.81,40,7/12/2021
6.923,1.5,40,7/12/2021
7.391,1.44,40,7/13/2021
5.57,1.44,40,7/14/2021
6.429,1.5,40,7/14/2021
5.477,1.89,40,7/14/2021
6.406,1.74,40,7/15/2021
5.277,1.66,40,7/16/2021
8.2,1.9,40,7/16/2021
6.293,1.66,40,7/16/2021
8.5,2,40,7/16/2021
6.393,1.76,40,7/16/2021
7.589,1.76,40,7/17/2021
6.555,2.6,40,7/18/2021
6.518,2.45,40,7/19/2021
6.457,1.48,40,7/19/2021
6.505,1.76,40,7/20/2021
6.124,1.51,40,7/20/2021
7.5,2,40,7/21/2021
6.636,1.76,40,7/21/2021
6.373,2.13,40,7/21/2021
6.456,1.6,40,7/21/2021
6.536,1.78,40,7/23/2021
6.157,1.77,40,7/28/2021
8.1,1.5,40,8/6/2021
7.3,2.2,40,8/7/2021
8.2,1.9,40,8/10/2021
7.2,2.3,40,8/10/2021
8.1,2.3,40,8/10/2021
7.2,1.4,40,8/10/2021
7.4,1.6,40,8/10/2021
8.4,1.5,40,8/11/2021
7.8,1.8,40,8/12/2021
7.3,1.7,40,8/12/2021
7.2,2.1,40,8/15/2021
6.972,1.62,40,8/22/2021
8,2.2,40,8/22/2021
6.425,1.68,40,8/22/2021
6.659,2.63,40,8/22/2021
6.518,2.32,40,8/22/2021
6.649,1.88,40,8/23/2021
6.656,2.21,40,8/23/2021
6.69,1.76,40,8/23/2021
6.709,1.79,40,8/23/2021
6.696,1.77,40,8/23/2021
6.558,1.45,40,8/24/2021
6.518,2.1,40,8/25/2021
6.534,1.78,40,8/25/2021
6.668,2.17,40,8/26/2021
7.438,1.49,40,8/26/2021
6.519,1.58,40,8/27/2021
6.398,2.12,40,9/4/2021
6.542,2.23,40,9/5/2021
6.749,1.78,40,9/5/2021
7.2,2.4,40,9/12/2021
6.649,1.67,40,9/12/2021
6.774,2.3,40,9/12/2021
7.6,1.9,40,9/21/2021
5.957,1.83,40,9/21/2021
5.958,2.46,40,9/21/2021
8.4,2.3,40,9/22/2021
6.157,1.64,40,9/22/2021
6.416,1.78,40,9/22/2021
6.61,2.11,40,9/22/2021
6.628,1.95,40,9/22/2021
7.9,1.7,40,9/22/2021
6.428,1.73,40,9/23/2021
6.43,2.85,40,9/23/2021
6.454,1.73,40,9/23/2021
6.221,1.82,40,9/24/2021
7.3,2.5,40,9/27/2021
8.4,2,40,9/27/2021
8.4,2.8,40,9/27/2021
8.4,2.3,40,9/27/2021
6.744,2.99,40,9/29/2021
6.732,1.9,40,10/18/2021
6.383,2.03,40,10/18/2021
7.9,2.4,40,10/19/2021
8.4,2.4,40,10/21/2021
8.3,2.5,40,10/22/2021
6.696,2.03,40,10/23/2021
7.153,1.96,40,10/23/2021
6.663,2.01,40,10/25/2021
7.136,2.06,40,10/27/2021
6.762,2.09,40,10/27/2021
7.099,2.09,40,11/10/2021
6.308,2.16,40,11/22/2021
5.567,2.13,40,12/6/2021
7.412,2.28,40,12/6/2021
8.076,2.26,40,12/7/2021
7.796,2.21,40,12/7/2021
6.688,2.08,40,12/10/2021
8.6,2.1,40,12/12/2021
8.9,2.3,40,12/12/2021
7.108,2.37,40,12/12/2021
6.404,2.02,40,12/13/2021
9.1,2.5,40,12/19/2021
9.2,2.4,40,12/19/2021
6.657,2.13,40,12/20/2021
8.8,3,40,12/20/2021
8.8,2.9,40,12/20/2021
6.612,2.72,40,12/20/2021
6.719,2.19,40,12/20/2021
8.6,2.9,40,12/21/2021
6.718,2.27,40,12/21/2021
6.668,2.18,40,12/22/2021
5.515,2.33,40,1/4/2022
6.785,2.14,40,1/12/2022
8.5,2.1,40,1/16/2022
6.682,1.97,40,2/2/2022
6.541,2.44,40,2/6/2022
6.503,2.48,40,2/19/2022
6.549,2.27,40,2/22/2022
6.89,2.02,40,2/22/2022
6.108,2.24,40,2/23/2022
6.537,1.87,40,3/25/2022
6.548,2.22,40,3/25/2022
8.1,2.1,40,3/26/2022
5.464,2.16,40,3/26/2022
6.403,2.02,40,3/27/2022
6.356,1.85,40,3/27/2022
6.275,2.52,40,3/27/2022
6.304,2.27,40,3/27/2022
6.491,2,40,3/28/2022
6.529,3.16,40,3/28/2022
6.601,2.78,40,3/28/2022
6.652,3.38,40,3/28/2022
6.581,2.05,40,3/28/2022
6.674,1.84,40,3/28/2022
6.2,2.37,40,3/29/2022
6.247,2.11,40,3/29/2022
6.666,2.63,40,3/29/2022
6.587,2.28,40,3/29/2022
6.6,2.16,40,3/29/2022
6.403,2.16,40,3/29/2022
6.453,2.16,40,4/4/2022
6.555,1.99,40,4/4/2022
6.655,2.35,40,4/5/2022
6.367,2.19,40,4/5/2022
6.299,2.42,40,4/6/2022
6.058,2.33,40,4/6/2022
7.297,2.07,40,4/12/2022
6.633,1.99,40,4/13/2022
6.534,1.97,40,4/13/2022
8.7,2.3,40,4/15/2022
6.681,1.17,40,4/15/2022
6.688,2.27,40,4/19/2022
6.727,2.21,40,4/22/2022
6.378,2.07,40,4/27/2022
9.4,2.1,40,5/2/2022
6.137,2.01,40,5/10/2022
6.712,2.69,40,5/16/2022
6.745,1.94,40,6/15/2022
7.186,2.09,40,6/16/2022
6.72,2.18,40,6/24/2022
6.402,2.29,40,6/28/2022
6.759,2.17,40,7/4/2022
6.54,2.39,40,7/10/2022
6.157,1.94,40,7/15/2022
5.605,2.25,40,7/15/2022
6.334,2.39,40,8/19/2022
6.441,2.22,40,8/24/2022
6.388,2.04,40,8/24/2022
8.7,2.6,40,10/9/2022
6.538,2.08,40,10/9/2022
8.6,2.9,40,10/12/2022
8.7,2.4,40,10/12/2022
7.8,0.9,40,10/15/2022
6.05,2.39,40,10/15/2022
8.1,2.1,40,10/16/2022
8.8,2.2,40,10/16/2022
8.2,2.4,40,10/16/2022
6.424,2.5,40,10/16/2022
7.6,2.1,40,10/16/2022
7.9,2.4,40,10/16/2022
7.2,2,40,10/16/2022
8.7,1.9,40,10/17/2022
8.7,1.9,40,10/19/2022
8.7,2.2,40,10/20/2022
9.1,3.3,40,10/20/2022
9.2,2.4,40,10/20/2022
8.7,2.8,40,10/20/2022
8.7,2,40,10/20/2022
7.8,2.2,40,10/20/2022
8.7,2.9,40,10/20/2022
6.6,2.27,40,10/20/2022
7.2,2.5,40,10/20/2022
9.8,2.2,40,10/20/2022
8.9,2.4,40,10/26/2022
3,0.7,40,10/28/2022
8.8,2.1,40,11/2/2022
8.6,2.4,40,11/8/2022
9.1,2.3,40,11/11/2022
9.1,2.8,40,11/13/2022
7.9,3.3,40,11/13/2022
9,2.4,40,11/13/2022
9,1.9,40,11/13/2022
8.8,2.1,40,11/14/2022
9.5,2.9,40,11/30/2022
8.7,2,40,12/4/2022
8.2,2,40,12/10/2022
7.6,2.2,40,12/20/2022
9,1.7,40,2/16/2023
8.9,2.5,40,3/11/2023
8.9,1.9,40,3/25/2023
5.254,1.53,41,8/9/2018
5.775,1.49,41,8/15/2018
5.209,2.01,41,10/9/2018
4.731,1.57,41,10/31/2018
4.695,1.53,41,10/31/2018
7.588,1.97,41,11/23/2018
7.314,1.97,41,11/23/2018
4.769,1.86,41,11/24/2018
6.415,1.99,41,11/27/2018
6.586,1.93,41,11/28/2018
7.447,1.99,41,12/2/2018
7.422,1.71,41,12/12/2018
4.444,1.63,41,12/21/2018
6.089,1.61,41,12/24/2018
6.77,1.91,41,12/24/2018
10.2,1,41,12/26/2018
6.992,1.96,41,12/30/2018
5.258,1.51,41,12/31/2018
6.611,2.94,41,1/3/2019
5.22,1.37,41,1/3/2019
6.436,2.21,41,1/3/2019
6.46,1.64,41,1/3/2019
4.899,1.62,41,1/6/2019
5.576,1.91,41,1/7/2019
5.958,2.4,41,1/9/2019
5.618,1.82,41,1/12/2019
6.571,1.79,41,1/14/2019
4.561,1.92,41,1/16/2019
6.511,2.34,41,1/17/2019
6.275,2.46,41,1/21/2019
6.008,1.65,41,1/23/2019
6.299,2.46,41,1/24/2019
6.455,1.93,41,1/24/2019
6.625,2.85,41,1/24/2019
6.453,2.01,41,1/25/2019
5.724,3.12,41,2/16/2019
6.617,2.43,41,2/21/2019
6.778,2.03,41,2/21/2019
4.518,1.76,41,3/21/2019
5.714,3.07,41,3/22/2019
6.76,2.06,41,3/23/2019
4.323,1.71,41,3/28/2019
6.628,1.89,41,4/19/2019
4.477,2.04,41,4/19/2019
5.991,2.53,41,5/3/2019
6.153,2.77,41,5/4/2019
4.253,2.4,41,5/15/2019
6.265,2.28,41,5/17/2019
6.598,1.91,41,5/17/2019
6.157,2.04,41,5/23/2019
6.729,2.71,41,6/7/2019
6.566,2.21,41,6/7/2019
6.507,2.13,41,6/14/2019
8.014,2.49,41,6/21/2019
6.63,2.06,41,6/21/2019
6.488,2.56,41,6/27/2019
6.516,2.89,41,6/28/2019
6.506,1.99,41,6/28/2019
6.542,1.88,41,6/28/2019
6.696,2.22,41,7/1/2019
6.642,1.92,41,7/1/2019
6.445,2.29,41,7/1/2019
6.537,2.3,41,7/8/2019
6.481,1.8,41,7/9/2019
6.635,2.03,41,7/9/2019
6.003,2.13,41,7/13/2019
6.693,2.89,41,7/22/2019
6.719,1.98,41,7/23/2019
6.802,1.87,41,7/26/2019
6.667,1.96,41,7/29/2019
6.964,2.26,41,8/7/2019
7.033,1.98,41,8/7/2019
6.605,2.1,41,8/8/2019
7.019,2.74,41,8/11/2019
7.026,2.04,41,8/13/2019
6.847,2.68,41,8/15/2019
6.836,2.4,41,8/15/2019
6.88,1.88,41,8/15/2019
6.942,2.44,41,8/16/2019
6.926,2.12,41,8/16/2019
6.605,2.43,41,8/16/2019
6.77,2.98,41,8/16/2019
7.045,2.7,41,8/19/2019
6.961,2.11,41,8/19/2019
6.609,2.21,41,8/22/2019
6.919,2.78,41,8/23/2019
7.201,2.9,41,8/25/2019
7.066,2.04,41,8/26/2019
6.694,2.07,41,9/10/2019
6.951,2.53,41,9/22/2019
6.916,2.1,41,9/22/2019
6.16,1.91,41,9/22/2019
6.866,2.36,41,9/25/2019
8.157,1.89,41,9/28/2019
6.615,2.26,41,10/7/2019
8.214,2.11,41,10/13/2019
6.134,2.69,41,10/19/2019
5.441,2.93,41,10/19/2019
7.07,2.24,41,10/20/2019
6.826,2.08,41,10/20/2019
7.086,2.56,41,10/20/2019
3.689,2.29,41,10/21/2019
6.363,1.97,41,10/24/2019
7.115,2.22,41,10/24/2019
7.384,2.21,41,10/28/2019
6.732,2.02,41,11/1/2019
6.573,2.55,41,11/1/2019
6.396,2.55,41,11/2/2019
6.162,2.42,41,11/2/2019
6.839,2.09,41,11/7/2019
6.872,3.85,41,11/7/2019
6.912,2.89,41,11/7/2019
6.42,2.59,41,11/16/2019
6.273,2.06,41,11/16/2019
6.451,2.21,41,11/16/2019
7.154,1.76,41,11/29/2019
5.966,2.46,41,12/2/2019
6.23,2.13,41,12/6/2019
6.318,2.28,41,12/8/2019
6.914,2.43,41,12/28/2019
7.364,1.93,41,12/29/2019
7.979,1.86,41,1/15/2020
6.49,2.93,41,1/20/2020
6.499,2.7,41,1/21/2020
6.497,2.03,41,1/21/2020
6.501,2.86,41,1/23/2020
6.465,2.48,41,1/23/2020
6.661,2.96,41,1/24/2020
6.39,1.79,41,1/24/2020
6.614,2,41,1/24/2020
6.736,3.05,41,1/25/2020
6.673,3.01,41,1/29/2020
6.451,1.87,41,1/30/2020
7.288,2.81,41,2/2/2020
6.899,2.46,41,2/2/2020
6.88,2.62,41,2/6/2020
6.591,1.91,41,2/6/2020
6.307,2.07,41,2/8/2020
7.391,1.75,41,3/1/2020
6.496,1.85,41,3/5/2020
6.885,2.19,41,3/5/2020
6.503,1.97,41,3/19/2020
6.539,2.67,41,3/20/2020
6.591,2.56,41,3/20/2020
6.428,2.91,41,3/21/2020
6.716,1.95,41,4/4/2020
6.356,2.69,41,4/17/2020
6.548,2.27,41,4/23/2020
6.157,2,41,5/5/2020
6.133,2.41,41,5/8/2020
6.887,2.32,41,5/8/2020
6.917,2.9,41,5/8/2020
6.819,1.96,41,5/9/2020
6.794,3.26,41,5/11/2020
7.217,2.05,41,5/11/2020
6.771,3.56,41,5/13/2020
7.94,1.97,41,5/13/2020
6.385,2.22,41,5/14/2020
6.183,3.01,41,5/22/2020
6.726,1.9,41,5/22/2020
5.698,2.34,41,6/1/2020
8.065,2.17,41,6/16/2020
8.134,2.61,41,6/17/2020
6.279,1.96,41,6/24/2020
6.93,2.41,41,6/25/2020
6.409,2.42,41,6/25/2020
6.988,2.1,41,6/25/2020
6.977,2.29,41,6/26/2020
7.155,2.17,41,7/3/2020
6.639,2.99,41,7/4/2020
6.529,1.93,41,7/5/2020
5.609,2.09,41,7/14/2020
6.771,1.91,41,7/22/2020
6.169,2.01,41,7/27/2020
6.217,2.62,41,7/27/2020
6.939,2.06,41,7/31/2020
6.475,1.93,41,8/1/2020
6.624,1.82,41,8/1/2020
7.325,2.04,41,8/4/2020
7.028,2.96,41,8/4/2020
6.598,1.91,41,8/4/2020
6.997,2.74,41,8/5/2020
6.578,1.78,41,8/6/2020
6.493,2.44,41,8/9/2020
6.497,2.26,41,8/9/2020
6.538,2.28,41,8/9/2020
6.556,2.39,41,8/9/2020
6.549,2.3,41,8/9/2020
6.642,2.27,41,8/9/2020
6.463,1.85,41,8/16/2020
6.905,2.31,41,9/1/2020
6.523,2.07,41,9/4/2020
5.969,2.72,41,9/7/2020
6.563,3.06,41,9/10/2020
6.563,2.31,41,9/10/2020
6.595,2.09,41,9/14/2020
7.028,1.91,41,9/16/2020
6.988,1.84,41,9/17/2020
6.969,2.4,41,9/23/2020
6.665,2.12,41,9/25/2020
6.602,2.64,41,9/28/2020
7.852,1.86,41,9/28/2020
6.581,2.4,41,9/28/2020
6.601,2.03,41,9/28/2020
6.176,2.61,41,9/30/2020
6.565,1.77,41,10/4/2020
6.511,1.94,41,10/5/2020
6.38,2.4,41,10/9/2020
6.618,1.65,41,10/16/2020
6.641,2.84,41,10/18/2020
6.157,1.8,41,10/20/2020
6.157,1.79,41,10/20/2020
8.134,1.99,41,10/21/2020
7.293,2.39,41,10/27/2020
7.208,2.62,41,10/28/2020
8.143,2.57,41,10/28/2020
7.114,2.82,41,10/28/2020
6.556,2.06,41,10/28/2020
7.563,2.22,41,10/28/2020
7.76,2.04,41,10/28/2020
6.26,1.57,41,10/28/2020
6.94,1.59,41,10/28/2020
6.154,3.96,41,10/29/2020
4.512,1.75,41,10/29/2020
6.349,1.8,41,10/29/2020
6.52,2.78,41,10/30/2020
8.545,1.64,41,10/30/2020
8.521,1.8,41,10/30/2020
8.517,1.64,41,10/30/2020
6.475,1.74,41,10/30/2020
6.473,2.97,41,10/30/2020
6.53,3.19,41,10/30/2020
6.663,2.7,41,10/30/2020
6.573,1.95,41,10/30/2020
6.572,1.55,41,10/31/2020
6.547,1.99,41,10/31/2020
6.428,1.56,41,10/31/2020
6.305,1.65,41,11/1/2020
6.599,2.02,41,11/4/2020
8.243,1.53,41,11/5/2020
7.79,1.63,41,11/5/2020
6.157,1.38,41,11/8/2020
6.157,1.71,41,11/9/2020
6.383,2.3,41,11/12/2020
6.086,1.55,41,11/12/2020
6.157,1.57,41,11/13/2020
6.603,1.42,41,11/13/2020
5.51,1.54,41,11/23/2020
5.523,1.59,41,11/23/2020
6.375,1.5,41,11/28/2020
6.444,1.94,41,11/29/2020
6.774,1.22,41,12/2/2020
6.532,2.21,41,12/3/2020
6.793,1.58,41,12/3/2020
6.745,1.99,41,12/3/2020
6.602,2.08,41,12/3/2020
6.769,1.54,41,12/3/2020
6.657,1.74,41,12/3/2020
6.528,1.97,41,12/3/2020
6.477,2.06,41,12/3/2020
6.406,1.44,41,12/4/2020
6.069,1.68,41,12/4/2020
6.494,3.38,41,12/4/2020
6.573,1.84,41,12/4/2020
6.626,1.67,41,12/4/2020
6.664,2.29,41,12/5/2020
6.329,1.73,41,12/6/2020
6.517,1.9,41,12/6/2020
7.6,2.8,41,12/6/2020
6.566,1.58,41,12/7/2020
6.578,1.91,41,12/9/2020
6.982,2.89,41,12/12/2020
6.764,2.55,41,12/12/2020
6.942,2.47,41,12/14/2020
5.797,1.66,41,12/17/2020
6.687,1.95,41,12/17/2020
6.259,2.68,41,12/18/2020
6.522,1.54,41,12/18/2020
6.386,2.33,41,12/23/2020
6.544,1.49,41,12/24/2020
6.401,1.5,41,12/24/2020
8.2,1.9,41,12/24/2020
6.65,1.41,41,12/25/2020
6.749,1.79,41,12/25/2020
6.426,1.44,41,12/29/2020
6.605,1.48,41,12/31/2020
6.715,1.43,41,1/4/2021
7.096,1.54,41,1/7/2021
6.645,2.31,41,1/7/2021
7.9,3.1,41,1/7/2021
6.669,1.81,41,1/7/2021
6.701,1.68,41,1/7/2021
8.681,1.64,41,1/10/2021
8.353,1.79,41,1/10/2021
6.54,1.66,41,1/12/2021
6.507,1.8,41,1/14/2021
6.73,2.5,41,1/16/2021
6.517,1.67,41,1/21/2021
7.183,2.11,41,1/21/2021
7.209,1.74,41,1/22/2021
7.208,1.95,41,1/22/2021
7.146,1.7,41,1/23/2021
7.136,1.83,41,1/23/2021
6.576,1.83,41,1/23/2021
7.468,1.55,41,1/24/2021
7.99,1.94,41,1/31/2021
6.546,1.7,41,1/31/2021
6.072,1.77,41,2/4/2021
5.982,1.61,41,2/4/2021
6.98,1.64,41,2/5/2021
6.592,1.76,41,2/7/2021
7.4,4,41,2/9/2021
6.798,2.16,41,2/9/2021
7.5,2.6,41,2/12/2021
6.726,1.57,41,2/12/2021
6.157,1.45,41,2/17/2021
7.288,2.07,41,2/17/2021
6.468,2.09,41,2/18/2021
6.671,2.53,41,2/19/2021
6.588,1.5,41,2/19/2021
4.506,1.67,41,2/20/2021
4.525,1.69,41,2/20/2021
7.05,1.63,41,2/22/2021
7.973,1.55,41,2/25/2021
6.772,1.76,41,2/27/2021
8.004,2.16,41,2/28/2021
6.558,1.52,41,3/2/2021
6.627,1.71,41,3/3/2021
6.157,1.62,41,3/10/2021
7.315,1.52,41,3/12/2021
6.754,2.67,41,3/14/2021
7.8,1.8,41,3/15/2021
7.8,2.4,41,3/15/2021
7.5,2,41,3/15/2021
6.639,1.74,41,3/15/2021
6.506,1.89,41,3/15/2021
6.774,1.33,41,3/15/2021
8.5,2,41,3/16/2021
8.2,2.4,41,3/18/2021
6.616,1.59,41,3/20/2021
6.357,1.61,41,3/20/2021
6.77,1.88,41,3/21/2021
6.7,1.9,41,3/21/2021
7.865,1.87,41,3/21/2021
6.696,1.6,41,3/21/2021
6.657,1.6,41,3/21/2021
8.1,2.6,41,3/21/2021
6.209,1.91,41,3/21/2021
6.516,1.58,41,3/22/2021
8,3.1,41,3/23/2021
6.285,2.15,41,3/23/2021
7.9,2.8,41,3/24/2021
7.991,2.21,41,3/24/2021
7.497,1.74,41,3/26/2021
6.714,2.03,41,3/27/2021
6.157,0.73,41,3/27/2021
7.7,1.6,41,3/28/2021
6.795,1.67,41,3/31/2021
7.5,1.9,41,4/4/2021
7.391,1.74,41,4/4/2021
8.6,3,41,4/17/2021
6.58,1.78,41,4/17/2021
6.647,2.24,41,4/17/2021
6.731,1.53,41,4/17/2021
8.5,3.1,41,4/17/2021
8.934,1.18,41,4/17/2021
6.728,2.24,41,4/17/2021
6.798,1.62,41,4/17/2021
7.8,3.1,41,4/18/2021
7.007,1.98,41,4/18/2021
8.3,1.8,41,4/18/2021
6.483,2.75,41,4/18/2021
8.5,2.1,41,4/18/2021
7.8,1.6,41,4/18/2021
8.3,2.3,41,4/18/2021
8,2.2,41,4/18/2021
7.6,1.81,41,4/18/2021
6.632,1.69,41,4/20/2021
6.283,1.59,41,4/22/2021
6.223,1.98,41,4/22/2021
8.6,2.4,41,4/23/2021
6.447,2.37,41,4/23/2021
5.583,2.05,41,4/23/2021
7.5,3,41,4/24/2021
8.4,2.4,41,4/24/2021
7.8,1.9,41,4/24/2021
7.8,1.4,41,4/24/2021
7.429,1.42,41,4/24/2021
6.321,1.49,41,4/24/2021
7.6,1.9,41,4/25/2021
8.5,2.3,41,4/26/2021
8.4,3.2,41,4/26/2021
6.533,1.38,41,4/26/2021
6.606,1.76,41,4/26/2021
6.685,1.57,41,4/26/2021
7.35,1.68,41,4/26/2021
8.7,1.8,41,4/27/2021
6.612,1.66,41,4/27/2021
9.3,1.6,41,4/27/2021
5.834,2.99,41,4/29/2021
6.542,2,41,4/29/2021
7.7,1.8,41,5/1/2021
6.98,1.51,41,5/4/2021
5.66,1.6,41,5/6/2021
8.529,2.04,41,5/7/2021
8.538,1.85,41,5/7/2021
7.456,1.79,41,5/7/2021
6.671,1.45,41,5/8/2021
6.741,1.74,41,5/9/2021
6.372,2.34,41,5/9/2021
6.466,1.44,41,5/11/2021
6.432,1.88,41,5/13/2021
7.3,2.6,41,5/16/2021
6.157,1.56,41,5/16/2021
6.631,1.96,41,5/16/2021
7.494,1.61,41,5/18/2021
6.78,1.55,41,5/24/2021
7.807,1.63,41,6/1/2021
6.447,1.58,41,6/2/2021
7.597,1.72,41,6/3/2021
6.549,1.98,41,6/11/2021
8.3,2.7,41,6/12/2021
